dataset,n,label,delta
moocradar,8,1,0.018181818181818177
moocradar,2,1,0.05
moocradar,3,1,0.033333333333333326
moocradar,0,1,0.16666666666666666
moocradar,1,1,0.08333333333333334
moocradar,1,1,0.08333333333333334
moocradar,4,0,-0.047619047619047616
moocradar,0,1,0.16666666666666666
moocradar,0,1,0.16666666666666666
moocradar,0,1,0.16666666666666666
moocradar,0,0,-0.16666666666666666
moocradar,0,1,0.16666666666666666
moocradar,0,1,0.16666666666666666
moocradar,0,1,0.16666666666666666
moocradar,1,1,0.08333333333333334
moocradar,0,0,-0.16666666666666666
moocradar,5,0,-0.08928571428571429
moocradar,0,1,0.16666666666666666
moocradar,2,1,0.1
moocradar,0,1,0.16666666666666666
moocradar,0,1,0.16666666666666666
moocradar,0,0,-0.16666666666666666
moocradar,6,1,0.027777777777777776
moocradar,2,1,0.05
moocradar,3,1,0.06666666666666667
moocradar,12,0,-0.04285714285714286
moocradar,4,1,0.023809523809523805
moocradar,1,1,0.08333333333333334
moocradar,0,1,0.16666666666666666
moocradar,1,1,0.08333333333333334
moocradar,2,1,0.05
moocradar,0,0,-0.16666666666666666
moocradar,0,1,0.16666666666666666
moocradar,1,1,0.08333333333333334
moocradar,0,1,0.16666666666666666
moocradar,4,1,0.04761904761904762
moocradar,0,1,0.16666666666666666
moocradar,7,1,0.02222222222222222
moocradar,2,1,0.1
moocradar,0,1,0.16666666666666666
moocradar,3,1,0.09999999999999999
moocradar,0,0,-0.16666666666666666
moocradar,2,1,0.05
moocradar,0,1,0.16666666666666666
moocradar,0,1,0.16666666666666666
moocradar,3,0,-0.06666666666666667
moocradar,0,1,0.16666666666666666
moocradar,1,1,0.08333333333333334
moocradar,1,1,0.08333333333333334
moocradar,8,1,0.009090909090909089
moocradar,4,0,-0.11904761904761905
moocradar,2,1,0.05
moocradar,0,1,0.16666666666666666
moocradar,0,1,0.16666666666666666
moocradar,10,1,0.012820512820512818
moocradar,1,1,0.08333333333333334
moocradar,0,1,0.16666666666666666
moocradar,2,1,0.05
moocradar,0,1,0.16666666666666666
moocradar,2,1,0.05
moocradar,3,1,0.033333333333333326
moocradar,0,1,0.16666666666666666
moocradar,0,1,0.16666666666666666
moocradar,4,1,0.023809523809523805
moocradar,3,1,0.033333333333333326
moocradar,0,1,0.16666666666666666
moocradar,2,1,0.05
moocradar,0,1,0.16666666666666666
moocradar,10,0,-0.07051282051282051
moocradar,2,1,0.1
moocradar,0,1,0.16666666666666666
moocradar,3,1,0.033333333333333326
moocradar,0,0,-0.16666666666666666
moocradar,7,1,0.011111111111111117
moocradar,1,1,0.08333333333333334
moocradar,0,1,0.16666666666666666
moocradar,0,1,0.16666666666666666
moocradar,0,1,0.16666666666666666
moocradar,3,1,0.09999999999999999
moocradar,1,1,0.08333333333333334
moocradar,0,1,0.16666666666666666
moocradar,0,1,0.16666666666666666
moocradar,0,1,0.16666666666666666
moocradar,0,1,0.16666666666666666
moocradar,0,1,0.16666666666666666
moocradar,1,1,0.08333333333333334
moocradar,0,1,0.16666666666666666
moocradar,7,1,0.02222222222222222
moocradar,0,1,0.16666666666666666
moocradar,2,1,0.1
moocradar,5,0,-0.03571428571428571
moocradar,4,1,0.023809523809523805
moocradar,3,1,0.033333333333333326
moocradar,1,1,0.08333333333333334
moocradar,0,1,0.16666666666666666
moocradar,0,1,0.16666666666666666
moocradar,1,1,0.08333333333333334
moocradar,0,1,0.16666666666666666
moocradar,3,1,0.06666666666666667
moocradar,4,1,0.023809523809523805
moocradar,1,1,0.08333333333333334
moocradar,3,1,0.033333333333333326
moocradar,7,1,0.02222222222222222
moocradar,2,1,0.05
moocradar,0,1,0.16666666666666666
moocradar,0,1,0.16666666666666666
moocradar,0,1,0.16666666666666666
moocradar,0,1,0.16666666666666666
moocradar,0,1,0.16666666666666666
moocradar,5,0,-0.08928571428571429
moocradar,6,1,0.041666666666666664
moocradar,6,1,0.013888888888888888
moocradar,0,1,0.16666666666666666
moocradar,3,1,0.033333333333333326
moocradar,0,1,0.16666666666666666
moocradar,0,1,0.16666666666666666
moocradar,1,1,0.08333333333333334
moocradar,0,1,0.16666666666666666
moocradar,1,1,0.08333333333333334
moocradar,0,1,0.16666666666666666
moocradar,1,1,0.08333333333333334
moocradar,0,1,0.16666666666666666
moocradar,1,1,0.08333333333333334
moocradar,3,1,0.033333333333333326
moocradar,3,1,0.033333333333333326
moocradar,9,1,0.007575757575757579
moocradar,0,1,0.16666666666666666
moocradar,3,1,0.033333333333333326
moocradar,0,1,0.16666666666666666
moocradar,0,1,0.16666666666666666
moocradar,0,1,0.16666666666666666
moocradar,3,1,0.033333333333333326
moocradar,4,1,0.04761904761904762
moocradar,2,0,-0.15
moocradar,2,1,0.05
moocradar,2,0,-0.05
moocradar,3,1,0.06666666666666667
moocradar,1,1,0.08333333333333334
moocradar,8,1,0.009090909090909089
moocradar,3,1,0.033333333333333326
moocradar,0,0,-0.16666666666666666
moocradar,0,1,0.16666666666666666
moocradar,5,1,0.03571428571428571
moocradar,0,1,0.16666666666666666
moocradar,1,1,0.08333333333333334
moocradar,0,1,0.16666666666666666
moocradar,10,1,0.019230769230769232
moocradar,3,0,-0.13333333333333333
moocradar,0,1,0.16666666666666666
moocradar,8,1,0.009090909090909089
moocradar,0,1,0.16666666666666666
moocradar,1,1,0.08333333333333334
moocradar,8,1,0.03636363636363637
moocradar,0,1,0.16666666666666666
moocradar,2,1,0.05
moocradar,4,0,-0.047619047619047616
moocradar,4,0,-0.047619047619047616
moocradar,6,1,0.013888888888888888
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,4,1,0.04761904761904762
xes3g5m,2,1,0.1
xes3g5m,2,1,0.05
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,1,1,0.08333333333333334
xes3g5m,2,1,0.05
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,0,-0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,4,0,-0.07142857142857142
xes3g5m,1,1,0.08333333333333334
xes3g5m,1,1,0.08333333333333334
xes3g5m,1,0,-0.16666666666666666
xes3g5m,2,0,-0.15
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,1,1,0.08333333333333334
xes3g5m,6,1,0.013888888888888888
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,3,1,0.033333333333333326
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,2,0,-0.15
xes3g5m,1,1,0.08333333333333334
xes3g5m,3,1,0.033333333333333326
xes3g5m,1,1,0.16666666666666669
xes3g5m,5,0,-0.08928571428571429
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,2,1,0.05
xes3g5m,0,1,0.16666666666666666
xes3g5m,3,0,-0.06666666666666667
xes3g5m,4,0,-0.09523809523809523
xes3g5m,2,1,0.05
xes3g5m,1,1,0.08333333333333334
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,1,0.16666666666666666
xes3g5m,5,1,0.017857142857142863
xes3g5m,0,0,-0.16666666666666666
xes3g5m,2,0,-0.15
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,1,0.16666666666666666
xes3g5m,2,1,0.05
xes3g5m,0,0,-0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,0,-0.16666666666666666
xes3g5m,3,0,-0.13333333333333333
xes3g5m,1,1,0.08333333333333334
xes3g5m,2,1,0.1
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.16666666666666669
xes3g5m,1,1,0.16666666666666669
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,1,0.16666666666666666
xes3g5m,2,1,0.1
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,2,1,0.1
xes3g5m,6,0,-0.041666666666666664
xes3g5m,3,0,-0.09999999999999999
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.16666666666666669
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,1,1,0.08333333333333334
xes3g5m,7,1,0.011111111111111117
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,4,0,-0.11904761904761905
xes3g5m,0,1,0.16666666666666666
xes3g5m,4,1,0.023809523809523805
xes3g5m,0,1,0.16666666666666666
xes3g5m,2,1,0.1
xes3g5m,1,1,0.08333333333333334
xes3g5m,9,1,0.030303030303030304
xes3g5m,0,1,0.16666666666666666
xes3g5m,5,1,0.03571428571428571
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.16666666666666669
xes3g5m,2,1,0.05
xes3g5m,2,1,0.05
xes3g5m,2,0,-0.1
xes3g5m,6,1,0.013888888888888888
xes3g5m,2,1,0.05
xes3g5m,3,0,-0.09999999999999999
xes3g5m,2,1,0.05
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,1,1,0.16666666666666669
xes3g5m,3,1,0.033333333333333326
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,7,1,0.011111111111111117
xes3g5m,2,1,0.05
xes3g5m,2,1,0.05
xes3g5m,4,1,0.023809523809523805
xes3g5m,0,0,-0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,2,1,0.15
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,1,1,0.16666666666666669
xes3g5m,3,0,-0.09999999999999999
xes3g5m,2,1,0.1
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,0,-0.08333333333333333
xes3g5m,0,1,0.16666666666666666
xes3g5m,2,1,0.15
xes3g5m,0,0,-0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.16666666666666669
xes3g5m,4,1,0.04761904761904762
xes3g5m,3,1,0.033333333333333326
xes3g5m,5,1,0.053571428571428575
xes3g5m,3,1,0.06666666666666667
xes3g5m,0,1,0.16666666666666666
xes3g5m,2,1,0.05
xes3g5m,1,1,0.16666666666666669
xes3g5m,2,1,0.1
xes3g5m,2,1,0.05
xes3g5m,2,1,0.05
xes3g5m,1,1,0.08333333333333334
xes3g5m,3,1,0.09999999999999999
xes3g5m,1,0,-0.08333333333333333
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,1,0.16666666666666666
xes3g5m,2,0,-0.15
xes3g5m,1,0,-0.16666666666666666
xes3g5m,1,1,0.16666666666666669
xes3g5m,2,1,0.05
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,3,0,-0.13333333333333333
xes3g5m,0,1,0.16666666666666666
xes3g5m,4,1,0.11904761904761905
xes3g5m,2,1,0.05
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,4,1,0.023809523809523805
xes3g5m,0,0,-0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,2,1,0.05
xes3g5m,2,1,0.05
xes3g5m,5,1,0.017857142857142863
xes3g5m,0,1,0.16666666666666666
xes3g5m,6,1,0.013888888888888888
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,3,0,-0.13333333333333333
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,4,1,0.023809523809523805
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,2,1,0.05
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,0,-0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,0,-0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,2,1,0.1
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,1,1,0.08333333333333334
xes3g5m,3,0,-0.13333333333333333
xes3g5m,1,1,0.08333333333333334
xes3g5m,2,1,0.05
xes3g5m,0,1,0.16666666666666666
xes3g5m,2,0,-0.1
xes3g5m,1,0,-0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,3,1,0.033333333333333326
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,1,0.16666666666666666
xes3g5m,3,0,-0.09999999999999999
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,0,-0.16666666666666666
xes3g5m,2,1,0.05
xes3g5m,1,1,0.08333333333333334
xes3g5m,2,1,0.05
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,0,-0.16666666666666666
xes3g5m,0,0,-0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,0,-0.16666666666666666
xes3g5m,1,0,-0.08333333333333333
xes3g5m,0,0,-0.16666666666666666
xes3g5m,2,1,0.05
xes3g5m,3,1,0.033333333333333326
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.16666666666666669
xes3g5m,2,0,-0.1
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,0,-0.16666666666666666
xes3g5m,0,0,-0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,1,0.16666666666666666
xes3g5m,2,1,0.05
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,3,1,0.033333333333333326
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,0,-0.16666666666666666
xes3g5m,4,1,0.023809523809523805
xes3g5m,0,0,-0.16666666666666666
xes3g5m,4,1,0.04761904761904762
xes3g5m,1,1,0.16666666666666669
xes3g5m,4,1,0.023809523809523805
xes3g5m,1,1,0.08333333333333334
xes3g5m,1,1,0.08333333333333334
xes3g5m,1,1,0.08333333333333334
xes3g5m,3,1,0.033333333333333326
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,4,1,0.023809523809523805
xes3g5m,1,0,-0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,0,-0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.16666666666666669
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,1,0.16666666666666666
xes3g5m,5,0,-0.08928571428571429
xes3g5m,1,1,0.08333333333333334
xes3g5m,3,1,0.033333333333333326
xes3g5m,0,0,-0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,4,1,0.04761904761904762
xes3g5m,1,1,0.08333333333333334
xes3g5m,5,1,0.03571428571428571
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,0,-0.08333333333333333
xes3g5m,1,1,0.08333333333333334
xes3g5m,2,0,-0.15
xes3g5m,0,1,0.16666666666666666
xes3g5m,3,0,-0.06666666666666667
xes3g5m,2,1,0.05
xes3g5m,1,1,0.08333333333333334
xes3g5m,1,1,0.08333333333333334
xes3g5m,2,1,0.05
xes3g5m,2,0,-0.1
xes3g5m,0,1,0.16666666666666666
xes3g5m,2,0,-0.05
xes3g5m,2,1,0.1
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.16666666666666669
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,2,0,-0.15
xes3g5m,1,0,-0.16666666666666666
xes3g5m,0,0,-0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,2,0,-0.1
xes3g5m,3,1,0.033333333333333326
xes3g5m,0,1,0.16666666666666666
xes3g5m,4,1,0.023809523809523805
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.16666666666666669
xes3g5m,1,1,0.16666666666666669
xes3g5m,0,1,0.16666666666666666
xes3g5m,2,1,0.05
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,0,-0.16666666666666666
xes3g5m,3,1,0.06666666666666667
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,4,1,0.023809523809523805
xes3g5m,1,1,0.08333333333333334
xes3g5m,2,0,-0.15
xes3g5m,2,1,0.05
xes3g5m,2,0,-0.1
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,4,1,0.04761904761904762
xes3g5m,1,0,-0.08333333333333333
xes3g5m,1,0,-0.16666666666666666
xes3g5m,3,1,0.06666666666666667
xes3g5m,2,1,0.05
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,0,-0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,0,-0.08333333333333333
xes3g5m,1,1,0.08333333333333334
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,0,-0.16666666666666666
xes3g5m,0,0,-0.16666666666666666
xes3g5m,2,1,0.1
xes3g5m,2,1,0.05
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,0,-0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,0,-0.16666666666666666
xes3g5m,2,1,0.05
xes3g5m,2,1,0.05
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,0,-0.16666666666666666
xes3g5m,0,0,-0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,1,0,-0.08333333333333333
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,0,-0.16666666666666666
xes3g5m,2,1,0.05
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,0,-0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,1,0,-0.08333333333333333
xes3g5m,0,0,-0.16666666666666666
xes3g5m,0,0,-0.16666666666666666
xes3g5m,2,1,0.05
xes3g5m,4,1,0.023809523809523805
xes3g5m,7,0,-0.04444444444444444
xes3g5m,5,1,0.03571428571428571
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,1,1,0.08333333333333334
xes3g5m,2,1,0.05
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.16666666666666669
xes3g5m,0,0,-0.16666666666666666
xes3g5m,3,1,0.06666666666666667
xes3g5m,0,1,0.16666666666666666
xes3g5m,4,1,0.04761904761904762
xes3g5m,0,0,-0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,0,-0.16666666666666666
xes3g5m,2,1,0.1
xes3g5m,0,1,0.16666666666666666
xes3g5m,4,1,0.023809523809523805
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.16666666666666669
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,0,-0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,1,0.16666666666666666
xes3g5m,2,1,0.05
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,2,0,-0.05
xes3g5m,2,1,0.05
xes3g5m,4,1,0.07142857142857142
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,3,1,0.033333333333333326
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.16666666666666669
xes3g5m,1,1,0.08333333333333334
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,0,-0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,0,-0.16666666666666666
xes3g5m,2,1,0.1
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,0,-0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.16666666666666669
xes3g5m,0,0,-0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,4,0,-0.11904761904761905
xes3g5m,4,1,0.023809523809523805
xes3g5m,2,1,0.1
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,2,1,0.05
xes3g5m,3,1,0.033333333333333326
xes3g5m,1,1,0.08333333333333334
xes3g5m,2,1,0.05
xes3g5m,2,1,0.15
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,0,-0.16666666666666666
xes3g5m,3,1,0.033333333333333326
xes3g5m,1,1,0.08333333333333334
xes3g5m,1,0,-0.08333333333333333
xes3g5m,2,1,0.05
xes3g5m,0,1,0.16666666666666666
xes3g5m,3,1,0.033333333333333326
xes3g5m,1,0,-0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,4,1,0.04761904761904762
xes3g5m,0,0,-0.16666666666666666
xes3g5m,2,1,0.05
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,2,0,-0.15
xes3g5m,3,1,0.09999999999999999
xes3g5m,4,1,0.023809523809523805
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,3,1,0.033333333333333326
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,0,-0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,4,1,0.023809523809523805
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,0,-0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,0,-0.16666666666666666
xes3g5m,3,1,0.09999999999999999
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,1,1,0.08333333333333334
xes3g5m,1,1,0.08333333333333334
xes3g5m,1,1,0.08333333333333334
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,1,0.16666666666666666
xes3g5m,2,1,0.05
xes3g5m,1,0,-0.08333333333333333
xes3g5m,2,1,0.05
xes3g5m,1,1,0.08333333333333334
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,2,0,-0.15
xes3g5m,3,1,0.06666666666666667
xes3g5m,1,1,0.16666666666666669
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,0,0,-0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,3,1,0.06666666666666667
xes3g5m,2,1,0.05
xes3g5m,1,1,0.08333333333333334
xes3g5m,2,1,0.05
xes3g5m,0,1,0.16666666666666666
xes3g5m,2,1,0.05
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,0,-0.16666666666666666
xes3g5m,2,1,0.05
xes3g5m,0,1,0.16666666666666666
xes3g5m,3,1,0.06666666666666667
xes3g5m,2,0,-0.1
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,4,1,0.023809523809523805
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,1,1,0.08333333333333334
xes3g5m,2,1,0.1
xes3g5m,0,1,0.16666666666666666
xes3g5m,3,1,0.033333333333333326
xes3g5m,1,0,-0.16666666666666666
xes3g5m,0,0,-0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,2,1,0.05
xes3g5m,3,1,0.033333333333333326
xes3g5m,2,1,0.1
xes3g5m,0,1,0.16666666666666666
xes3g5m,3,1,0.033333333333333326
xes3g5m,2,1,0.05
xes3g5m,2,1,0.1
xes3g5m,1,0,-0.16666666666666666
xes3g5m,0,0,-0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,0,1,0.16666666666666666
xes3g5m,2,0,-0.05
xes3g5m,4,1,0.023809523809523805
xes3g5m,0,1,0.16666666666666666
